macrocode,season,week,P25,P50,P75,P90,P95
1511,2023-2024,8,2,5,9,16.100000000000136,23
1511,2023-2024,9,2,5,10,17,24
1511,2023-2024,10,2,5,10,17,25
1511,2023-2024,11,2,5,10,18,24.049999999999955
1511,2023-2024,12,3,6,11,19,27
1511,2023-2024,13,3,6,12,21,30
1511,2023-2024,14,4,7,14,24.100000000000136,35
1511,2023-2024,15,4,8,15,28,43
1511,2023-2024,16,5,10,19.25,34,45
1511,2023-2024,17,6,12,22,38,53
1511,2023-2024,18,7,15,27,45,70.04999999999995
1511,2023-2024,19,8,16,29,50,75
1511,2023-2024,20,9,18,33,59,86.04999999999995
1511,2023-2024,21,10,20,37,62,96.04999999999995
1511,2023-2024,22,10,20,39,69,95
1511,2023-2024,23,11,21,40,67,100.04999999999995
1511,2023-2024,24,10,20,38,68,96.04999999999995
1511,2023-2024,25,10,20,37,62.100000000000136,87
1511,2023-2024,26,9,19,36,61,84.04999999999995
1511,2023-2024,27,9,17,31,58,79.04999999999995
1511,2023-2024,28,8,16,31,56,79.04999999999995
1511,2023-2024,29,8,15,29,49,72
1511,2023-2024,30,7,15,28,49,71.04999999999995
1511,2023-2024,31,7,14,25,45,62.049999999999955
1511,2023-2024,32,6,12,23,40,59
1511,2023-2024,33,5,11,21,37.100000000000136,57
1511,2023-2024,34,5,10,20,34,50
1511,2023-2024,35,5,9,18,32,43
1511,2023-2024,36,4,9,16,30,43
1511,2023-2024,37,4,8,16,28,41
1511,2023-2024,38,4,8,15,27,40
1511,2023-2024,39,4,8,15,25,37.049999999999955
1511,2023-2024,40,3,7,14,25,36.049999999999955
1511,2023-2024,41,3,8,14,25,34
1511,2023-2024,42,4,7,15,25,35
1511,2023-2024,43,4,8,15.25,27,37
1511,2023-2024,44,4,8,16,28,39
1511,2023-2024,45,4,8,16,27,42
1511,2023-2024,46,4,8,16,26,38
1511,2023-2024,47,4,8,14,25,37
1511,2023-2024,48,4,7,14,24,33
1511,2023-2024,49,3,7,13,22,30.049999999999955
1511,2023-2024,50,3,7,12,21,31
1511,2023-2024,51,3,6,12,21,30
1511,2023-2024,52,3,6,11,19,27
1512,2023-2024,1,4,9,15,23,30
1512,2023-2024,2,4,8,15,24,32
1512,2023-2024,3,5,9,16,25,34
1512,2023-2024,4,5,10,17,27,36
1512,2023-2024,5,6,11,19,30,41.049999999999955
1512,2023-2024,6,6,12,21,33,42
1512,2023-2024,7,7,13,22,35,45.049999999999955
1512,2023-2024,8,7,13,23,37,48
1512,2023-2024,9,7.75,14,24,37,50
1512,2023-2024,10,7,13,24,37,47.049999999999955
1512,2023-2024,11,8,14,24,40,52.049999999999955
1512,2023-2024,12,8,15,26,40.100000000000136,52
1512,2023-2024,13,9,17,28,45,62
1512,2023-2024,14,10,19,32,50,65
1512,2023-2024,15,11,21,36,55,73
1512,2023-2024,16,12,22,38,58,75
1512,2023-2024,17,13,23,38,61,83.04999999999995
1512,2023-2024,18,13,24,40,63.100000000000136,80
1512,2023-2024,19,14,24,40,66,85
1512,2023-2024,20,13,24,39,64,84
1512,2023-2024,21,13,23,39,62,80
1512,2023-2024,22,13,23,37,60,77
1512,2023-2024,23,12,21,35,55,74
1512,2023-2024,24,10,19,33,51,65
1512,2023-2024,25,9,17,29,46,60.049999999999955
1512,2023-2024,26,9,16,27,43,58.049999999999955
1512,2023-2024,27,8,15,25,39.100000000000136,52.049999999999955
1512,2023-2024,28,8,15,25,39,51
1512,2023-2024,29,7,14,23,37,47
1512,2023-2024,30,8,14,25,40,50
1512,2023-2024,31,7,13,23,37,48
1512,2023-2024,32,7,13,23,36,48
1512,2023-2024,33,7,12,21,34,46
1512,2023-2024,34,6,12,21,33,42
1512,2023-2024,35,6,11,20,30.100000000000136,39
1512,2023-2024,36,5,10,17,28,36.049999999999955
1512,2023-2024,37,5,9,16,25,34
1512,2023-2024,38,5,9,15,24,31
1512,2023-2024,39,5,9,16,24,32
1512,2023-2024,40,5,9,15,24,32
1512,2023-2024,41,5,8,15,24,31
1512,2023-2024,42,5,9,16,26,35.049999999999955
1512,2023-2024,43,5,10,17,27,35
1512,2023-2024,44,5,10,18,28,38
1512,2023-2024,45,5,10,17,26,35
1512,2023-2024,46,5,9,16,25,33
1512,2023-2024,47,5,9,15,26,33
1512,2023-2024,48,4,9,15,24,33
1512,2023-2024,49,4,8,14,23,30
1512,2023-2024,50,4,8,14,22,29
1512,2023-2024,51,4,8,14,22,30
1512,2023-2024,52,4,8,14,23,30
1601,2023-2024,1,2,6,14,32,46.049999999999955
1601,2023-2024,2,2,6,13,28,44
1601,2023-2024,3,2,5,13,26.100000000000136,39
1601,2023-2024,4,2,5,12,23,39.049999999999955
1601,2023-2024,5,2,4,10,21,37
1601,2023-2024,6,1,4,10,20,31
1601,2023-2024,7,1,4,9,19,31
1601,2023-2024,8,1,4,9,19,31
1601,2023-2024,9,1,4,9,19,28.049999999999955
1601,2023-2024,10,2,4,10,20,33
1601,2023-2024,11,2,4,11,21,34
1601,2023-2024,12,2,5,12,23,37
1601,2023-2024,13,2,6,14.25,29,45.049999999999955
1601,2023-2024,14,3,7,17,35,56
1601,2023-2024,15,3,8,19,39,62
1601,2023-2024,16,4,9,22,44,71.04999999999995
1601,2023-2024,17,4,11,24,48.100000000000136,74
1601,2023-2024,18,5,11,25,51,82.04999999999995
1601,2023-2024,19,5,13,28,57,88.04999999999995
1601,2023-2024,20,5,13,29,60,94
1601,2023-2024,21,5,13,30.25,61.100000000000136,99
1601,2023-2024,22,5,13,30,62,100
1601,2023-2024,23,5,13,28,58.100000000000136,90
1601,2023-2024,24,5,13,29,58,90
1601,2023-2024,25,5,12,27.25,54,86
1601,2023-2024,26,5,12,27,53,81
1601,2023-2024,27,5,11,25,53,77
1601,2023-2024,28,4,10,24,48,75
1601,2023-2024,29,4,10,22,45,71.09999999999991
1601,2023-2024,30,4,9,20,43,64.04999999999995
1601,2023-2024,31,3,8,18,39,63
1601,2023-2024,32,3,8,17,35,54
1601,2023-2024,33,3,7,16,33,53
1601,2023-2024,34,2,6,15,31,50.049999999999955
1601,2023-2024,35,2,6,14,27,40
1601,2023-2024,36,2,6,13,28,44
1601,2023-2024,37,2,5,13,25,39
1601,2023-2024,38,2,5,12,25,39
1601,2023-2024,39,2,6,13,27,40
1601,2023-2024,40,2,6,13,26,40
1601,2023-2024,41,2,6,13,27.100000000000136,46
1601,2023-2024,42,2,6,14,29,45
1601,2023-2024,43,3,7,15,30,49
1601,2023-2024,44,3,7,16,34,54
1601,2023-2024,45,3,8,18,35,57
1601,2023-2024,46,3,8,19,40,63.049999999999955
1601,2023-2024,47,3,8,20,39,60
1601,2023-2024,48,3,8,18,39,61
1601,2023-2024,49,3,8,18,38,60
1601,2023-2024,50,3,8,17,35,57
1601,2023-2024,51,3,7,17,37,57
1601,2023-2024,52,2,6.5,15,33,50.049999999999955
1701,2023-2024,1,3,7,12,24,35.049999999999955
1701,2023-2024,2,4,7,14,26.100000000000136,39.049999999999955
1701,2023-2024,3,4,9,18,33,47
1701,2023-2024,4,5,11,21,38,56
1701,2023-2024,5,6,13,25,50,68
1701,2023-2024,6,8,16,31,55,84
1701,2023-2024,7,9,18,35,65,93.04999999999995
1701,2023-2024,8,10,20,38,69,104
1701,2023-2024,9,10,21,39,75,107
1701,2023-2024,10,11,21,39,74,105
1701,2023-2024,11,11,23,44.25,77.10000000000014,110.04999999999995
1701,2023-2024,12,12,24,47,89,126
1701,2023-2024,13,13,27,50,94,137
1701,2023-2024,14,16,33,61,109.20000000000027,165.04999999999995
1701,2023-2024,15,19,37,71,128,182
1701,2023-2024,16,21,44,85,150,215.0999999999999
1701,2023-2024,17,23,48,93,156,230.0999999999999
1701,2023-2024,18,26,53,99,173.10000000000014,257.0999999999999
1701,2023-2024,19,26.75,53,103,189,263
1701,2023-2024,20,29,60,110,198,279.04999999999995
1701,2023-2024,21,28,56,106.25,201,283.04999999999995
1701,2023-2024,22,30,59,110.25,200.10000000000014,295.0999999999999
1701,2023-2024,23,29,57,111,202,290.04999999999995
1701,2023-2024,24,28,58,108,188,259.1999999999998
1701,2023-2024,25,28,56,105,196.20000000000027,277.04999999999995
1701,2023-2024,26,28,55,107,196.10000000000014,264.2499999999998
1701,2023-2024,27,28,53,101,182,260.04999999999995
1701,2023-2024,28,27,52,108,189.10000000000014,264.0999999999999
1701,2023-2024,29,26,52,100,177.10000000000014,251.0999999999999
1701,2023-2024,30,23,48,92,160,232.04999999999995
1701,2023-2024,31,21,43,84,147.10000000000014,216.0999999999999
1701,2023-2024,32,19,38,74,133,193
1701,2023-2024,33,16,34,65,115,163
1701,2023-2024,34,13,28,53,93,139.04999999999995
1701,2023-2024,35,11,23,45,80.10000000000014,117.09999999999991
1701,2023-2024,36,9,19,37,66,93
1701,2023-2024,37,8,16,32,58,86.04999999999995
1701,2023-2024,38,7,14,28,49,70
1701,2023-2024,39,6,12,24,43,61.049999999999955
1701,2023-2024,40,5,10,21,36.100000000000136,53
1701,2023-2024,41,4,9,18,33,50
1701,2023-2024,42,4,9,16,29,42
1701,2023-2024,43,3,8,15,27,38.049999999999955
1701,2023-2024,44,3,7,14,25,37
1701,2023-2024,45,3,7,13,25,35
1701,2023-2024,46,3,6,12,22,32
1701,2023-2024,47,2,5,11,19,28
1701,2023-2024,48,2,5,10,19.100000000000136,29
1701,2023-2024,49,2,5,10,18.100000000000136,26
1701,2023-2024,50,2,5,10,19,27
1701,2023-2024,51,2,5,10,19,28
1701,2023-2024,52,3,6,12,21,31
1702,2023-2024,1,7,16,39,77.10000000000014,119.09999999999991
1702,2023-2024,2,8,19,42,95,133
1702,2023-2024,3,10,23,50,99,156.04999999999995
1702,2023-2024,4,11,27,60.25,128,178.19999999999982
1702,2023-2024,5,14,33,69,144,218.04999999999995
1702,2023-2024,6,17,37.5,85,176.10000000000014,266.0999999999999
1702,2023-2024,7,20,47,104,220.10000000000014,315.04999999999995
1702,2023-2024,8,25,56,126.25,248.10000000000014,380
1702,2023-2024,9,27,62,136.25,272.10000000000014,420.2499999999998
1702,2023-2024,10,30,67,149.25,309.10000000000014,479.49999999999955
1702,2023-2024,11,34,74,170,329.10000000000014,523.05
1702,2023-2024,12,36,80,180,344.2000000000003,528.2999999999997
1702,2023-2024,13,40,88.5,189,392,634.2499999999998
1702,2023-2024,14,42.75,91,201,420.10000000000014,649.05
1702,2023-2024,15,44,100,224.25,455.10000000000014,656.0999999999999
1702,2023-2024,16,49,113,254.25,500.3000000000004,754.0999999999999
1702,2023-2024,17,48.75,117,249.25,495.2000000000003,745.05
1702,2023-2024,18,53,116,252,538,803.1999999999998
1702,2023-2024,19,51.75,117,260,544.1000000000001,872.9499999999991
1702,2023-2024,20,52,114,240.25,488.2000000000003,772.3499999999997
1702,2023-2024,21,51.75,115,250,481.2000000000003,771.2499999999998
1702,2023-2024,22,48,115,250,466,749.0999999999999
1702,2023-2024,23,45.75,108,231.25,479.40000000000055,758.6499999999994
1702,2023-2024,24,49,114,253,491.10000000000014,730.2999999999997
1702,2023-2024,25,48,109,238.25,476.10000000000014,740.1999999999998
1702,2023-2024,26,46,108,238,477,763.05
1702,2023-2024,27,47,108,226.25,454.10000000000014,750
1702,2023-2024,28,46.75,112,238,473.10000000000014,708.3999999999996
1702,2023-2024,29,47,101,233,449.2000000000003,645.2499999999998
1702,2023-2024,30,43,99,221.25,463,663.1999999999998
1702,2023-2024,31,44,97,215,424,625.1499999999999
1702,2023-2024,32,39,88,188,397,596.0999999999999
1702,2023-2024,33,33,75,169,346.10000000000014,537.2499999999998
1702,2023-2024,34,29,68,144,296,510.04999999999995
1702,2023-2024,35,24,57,130,247,368
1702,2023-2024,36,21,46,105,212,329.39999999999964
1702,2023-2024,37,17,39,87,173.10000000000014,264.14999999999986
1702,2023-2024,38,15,35,78,162,242.04999999999995
1702,2023-2024,39,12,29,66,136,197
1702,2023-2024,40,11,25,59,111,164
1702,2023-2024,41,10,24,51,101,159.0999999999999
1702,2023-2024,42,9,21,45,95,139.04999999999995
1702,2023-2024,43,8,18,42,81,127.04999999999995
1702,2023-2024,44,7,17,38,74.10000000000014,113.04999999999995
1702,2023-2024,45,7,16,35,69,107
1702,2023-2024,46,6,15,34,67,113
1702,2023-2024,47,7,15,34,62,96
1702,2023-2024,48,6,14,30,59,93
1702,2023-2024,49,6,14,30.25,63,98
1702,2023-2024,50,6,14,30,59.100000000000136,96.04999999999995
1702,2023-2024,51,6,14.5,33,67,102.04999999999995
1702,2023-2024,52,7,15,33,66,106
2109,2023-2024,1,2,6,13,25,35
2109,2023-2024,2,3,6,14,27,39
2109,2023-2024,3,3,7,14,30,42
2109,2023-2024,4,3,8,15,29,44
2109,2023-2024,5,4,8,18,33,48.049999999999955
