macrocode,season,week,P25,P50,P75,P90,P95
2913,2023-2024,31,12,36,99,238.3000000000004,433.2499999999998
2913,2023-2024,32,12,37,102,233.40000000000055,409.1999999999998
2913,2023-2024,33,13,36,96,253,441.2499999999998
2913,2023-2024,34,12,33,89,220.50000000000068,381.2499999999998
2913,2023-2024,35,11,32,89,213.10000000000014,388.04999999999995
2913,2023-2024,36,10,30,81.25,193,356.2999999999997
2913,2023-2024,37,9,28.5,78,198,358.0999999999999
2913,2023-2024,38,8,26,72,172.10000000000014,299
2913,2023-2024,39,8,26,66,155,279.39999999999964
2913,2023-2024,40,8,22,60.25,140,291.04999999999995
2913,2023-2024,41,7,21,55.25,133.10000000000014,241.04999999999995
2913,2023-2024,42,6,20,56.25,134.10000000000014,246.4499999999996
2913,2023-2024,43,6,19,48,125,234.04999999999995
2913,2023-2024,44,6,16,45,110.10000000000014,186.0999999999999
2913,2023-2024,45,5,16,43,110,181.14999999999986
2913,2023-2024,46,5,15,41,100.10000000000014,169.0999999999999
2913,2023-2024,47,4,13,37,94.10000000000014,159
2913,2023-2024,48,4,13,35,86.10000000000014,155.04999999999995
2913,2023-2024,49,4,12,34.25,89,147
2913,2023-2024,50,4,13,35,97,159.0999999999999
2913,2023-2024,51,3,11,31,77,130
2913,2023-2024,52,4,11,29,70,129
2914,2023-2024,1,1,5,16,43,94
2914,2023-2024,2,1,4,15,42,71
2914,2023-2024,3,1,4,13,39,70.04999999999995
2914,2023-2024,4,1,4,13,38,76.04999999999995
2914,2023-2024,5,1,4,13,36.100000000000136,68
2914,2023-2024,6,1,4,14,37,65
2914,2023-2024,7,1,4,13,39.100000000000136,77
2914,2023-2024,8,1,4,14,38,70.04999999999995
2914,2023-2024,9,1,4,13,38,70
2914,2023-2024,10,1,4,13,37,68.04999999999995
2914,2023-2024,11,1,4,14,43,73.04999999999995
2914,2023-2024,12,1,4,16,41.100000000000136,76
2914,2023-2024,13,1,5,15.25,48,89
2914,2023-2024,14,1,5,19,57,103
2914,2023-2024,15,2,6,19.25,57,112
2914,2023-2024,16,2,7,23,68,139
2914,2023-2024,17,2,8,25,69,138.04999999999995
2914,2023-2024,18,2,8,26,80.10000000000014,160
2914,2023-2024,19,2,9,30,86,151.04999999999995
2914,2023-2024,20,2,8.5,26,78.10000000000014,158.0999999999999
2914,2023-2024,21,2,8,29,80,163.04999999999995
2914,2023-2024,22,2,8.5,27,82,155.0999999999999
2914,2023-2024,23,2,8,28,70.10000000000014,131.0999999999999
2914,2023-2024,24,2,8,27,77,149
2914,2023-2024,25,2,8,25,72,146.04999999999995
2914,2023-2024,26,2,8,25,73.10000000000014,142
2914,2023-2024,27,2,9,30,84,148.04999999999995
2914,2023-2024,28,3,9,30,89,173.0999999999999
2914,2023-2024,29,3,11,33,91,192.04999999999995
2914,2023-2024,30,3,11,38,100,181
2914,2023-2024,31,3,12,39,104,199.04999999999995
2914,2023-2024,32,4,13,39,113.10000000000014,214.0999999999999
2914,2023-2024,33,3,14,45,125,241.04999999999995
2914,2023-2024,34,4,14,45,125,248.04999999999995
2914,2023-2024,35,4,13,49,133,215.0999999999999
2914,2023-2024,36,4,15.5,52,131.10000000000014,261.14999999999986
2914,2023-2024,37,4,14,48,141,265.04999999999995
2914,2023-2024,38,4,14,46,135.20000000000027,237
2914,2023-2024,39,4,14,44.25,126.10000000000014,238.0999999999999
2914,2023-2024,40,4,13,45,130.10000000000014,248.04999999999995
2914,2023-2024,41,3,13,44,125.20000000000027,237.04999999999995
2914,2023-2024,42,3,13,38,107,218.04999999999995
2914,2023-2024,43,3,11,38,112,217.04999999999995
2914,2023-2024,44,3,10,35,102.10000000000014,190.0999999999999
2914,2023-2024,45,2,10,32,92,171.04999999999995
2914,2023-2024,46,2,8,29,84.10000000000014,150.04999999999995
2914,2023-2024,47,2,8,26,70,138
2914,2023-2024,48,2,7,23,72.10000000000014,128
2914,2023-2024,49,2,7,22,62,120.04999999999995
2914,2023-2024,50,1,6,20,59,105
2914,2023-2024,51,1,5,18,51,105
2914,2023-2024,52,1,5,18,46,83
2915,2023-2024,1,26,62,141,279.2000000000003,422.04999999999995
2915,2023-2024,2,25.75,60,142,290,440.0999999999999
2915,2023-2024,3,25,59,128,276.10000000000014,407.1999999999998
2915,2023-2024,4,23,57,130,263.10000000000014,411.04999999999995
2915,2023-2024,5,22,54,124,263.2000000000003,431.0999999999999
2915,2023-2024,6,23,55,125.25,262.2000000000003,420.04999999999995
2915,2023-2024,7,22,56,124.25,250,380.04999999999995
2915,2023-2024,8,22,52,121.25,255,397.2499999999998
2915,2023-2024,9,22,53,124,256,419.04999999999995
2915,2023-2024,10,22,53,128.25,251,384.2999999999997
2915,2023-2024,11,21,52,121,253,402.0999999999999
2915,2023-2024,12,25,54.5,124,247.20000000000027,411.0999999999999
2915,2023-2024,13,23,57,126,258,390.2499999999998
2915,2023-2024,14,24,58,132,267.10000000000014,437.14999999999986
2915,2023-2024,15,25.75,60,131,298,460.04999999999995
2915,2023-2024,16,26,61,136.25,303,495.04999999999995
2915,2023-2024,17,28,60.5,149,324.10000000000014,526.1999999999998
2915,2023-2024,18,28,68,151.25,310.10000000000014,461.04999999999995
2915,2023-2024,19,30,69,160,336.10000000000014,521.3499999999997
2915,2023-2024,20,30,69,156,349,582.4999999999995
2915,2023-2024,21,31,75,176,358,549.1499999999999
2915,2023-2024,22,36,77,175.25,372,576.05
2915,2023-2024,23,33.75,79,181,389.10000000000014,596.2499999999998
2915,2023-2024,24,36,83,194,395.2000000000003,615.1499999999999
2915,2023-2024,25,39,87,200,421.3000000000004,642.1499999999999
2915,2023-2024,26,39,93,215,439,665.3499999999997
2915,2023-2024,27,43,98,221.5,459,703.4499999999996
2915,2023-2024,28,45,102,230,475.5000000000007,731
2915,2023-2024,29,47,111,254.5,511.3000000000004,849.1999999999998
2915,2023-2024,30,46,107,252,510.2000000000003,815.3499999999997
2915,2023-2024,31,50,120,266.25,538,928.0999999999999
2915,2023-2024,32,51,120,276,531.1000000000001,800.5999999999995
2915,2023-2024,33,49.75,123,278,592.1000000000001,971.4999999999995
2915,2023-2024,34,52,123,277,560.2000000000003,879
2915,2023-2024,35,52,129.5,278.25,588,947.05
2915,2023-2024,36,53.75,118,283.25,599.3000000000004,926.05
2915,2023-2024,37,54,121,282,566.2000000000003,885.5999999999995
2915,2023-2024,38,51,121,260.25,558.6000000000008,847.0999999999999
2915,2023-2024,39,51,117,268,591,907.1999999999998
2915,2023-2024,40,49,113,256,531.1000000000001,867.3999999999996
2915,2023-2024,41,48,109,244,550,844.05
2915,2023-2024,42,43,106,236,499.10000000000014,776.0999999999999
2915,2023-2024,43,43,101,230,488.2000000000003,788
2915,2023-2024,44,41,95,216.25,466.2000000000003,745.05
2915,2023-2024,45,38,87.5,203,418.10000000000014,665.05
2915,2023-2024,46,36,84,194.25,390.10000000000014,649.2499999999998
2915,2023-2024,47,34,78,183,358.40000000000055,559.05
2915,2023-2024,48,30,75,173,354,561.05
2915,2023-2024,49,32,72,161,326,498
2915,2023-2024,50,27,67,151.25,323.10000000000014,572
2915,2023-2024,51,27,66,148.25,314.10000000000014,479.1999999999998
2915,2023-2024,52,26,63,140.25,280.2000000000003,454.1999999999998
2916,2023-2024,1,3,8,18,39,62.09999999999991
2916,2023-2024,2,3,8,19,40,61.049999999999955
2916,2023-2024,3,3,8,19,40.100000000000136,66
2916,2023-2024,4,3,9,20.25,43.100000000000136,70
2916,2023-2024,5,4,10,24,48,82
2916,2023-2024,6,4.75,11,27,54,86
2916,2023-2024,7,5,13,31,64.10000000000014,109.04999999999995
2916,2023-2024,8,6,15,36,70,115.04999999999995
2916,2023-2024,9,7,17,39,80,124.09999999999991
2916,2023-2024,10,8,19,47,96,151.0999999999999
2916,2023-2024,11,9,22,53.25,105,155
2916,2023-2024,12,11,27,60,127,201
2916,2023-2024,13,12,29,70,135,204.0999999999999
2916,2023-2024,14,15,34,77,157,239
2916,2023-2024,15,15.75,38,86.25,180.10000000000014,279.04999999999995
2916,2023-2024,16,17,41,94,193.20000000000027,308.04999999999995
2916,2023-2024,17,18,45,100,200.10000000000014,313.2499999999998
2916,2023-2024,18,21,49,110,224.3000000000004,354.14999999999986
2916,2023-2024,19,19,49,110,233,348.0999999999999
2916,2023-2024,20,21,50,117,238.10000000000014,379.0999999999999
2916,2023-2024,21,23,55,121.25,242.20000000000027,371
2916,2023-2024,22,21,52,117,234.10000000000014,358.14999999999986
2916,2023-2024,23,21,52,121,253,370.04999999999995
2916,2023-2024,24,20,50,113,239.40000000000055,383.04999999999995
2916,2023-2024,25,23,54,121,244,399
2916,2023-2024,26,20,51,120,248.10000000000014,396.2999999999997
2916,2023-2024,27,22,50,118,238.10000000000014,365.14999999999986
2916,2023-2024,28,22,53,125,250.50000000000068,390.04999999999995
2916,2023-2024,29,23,57,129,257,399.0999999999999
2916,2023-2024,30,24,58,131.25,265.2000000000003,444.2999999999997
2916,2023-2024,31,23.75,58,131.25,280.10000000000014,450.0999999999999
2916,2023-2024,32,26,60,133,289.40000000000055,447.14999999999986
2916,2023-2024,33,23,56,121,245,437.1999999999998
2916,2023-2024,34,22,55,123,282,430.0999999999999
2916,2023-2024,35,22,52,115,250,369.4499999999996
2916,2023-2024,36,17,44,104,221.10000000000014,326.04999999999995
2916,2023-2024,37,16,39,85,175.10000000000014,289.1999999999998
2916,2023-2024,38,14,32,75.25,157,252
2916,2023-2024,39,12,29,64,145.10000000000014,223
2916,2023-2024,40,11,25,54,114.10000000000014,183
2916,2023-2024,41,9,22,49,105.10000000000014,166.0999999999999
2916,2023-2024,42,8,19.5,44,94,148.04999999999995
2916,2023-2024,43,7,18,39.25,83,133
2916,2023-2024,44,6,15,35.25,78,122.04999999999995
2916,2023-2024,45,6,14,34,72,111.04999999999995
2916,2023-2024,46,5,12,29,58.100000000000136,99
2916,2023-2024,47,4,12,26,55,82
2916,2023-2024,48,4,10,23,52,80
2916,2023-2024,49,4,9,22,44,69
2916,2023-2024,50,3,9,21,46,70
2916,2023-2024,51,3,9,21,46,71.04999999999995
2916,2023-2024,52,3,8,20,42,66.04999999999995
2917,2023-2024,1,7,23,67,175.20000000000027,337
2917,2023-2024,2,7,23,67,162.3000000000004,312.0999999999999
2917,2023-2024,3,7,22,65,185,321.49999999999955
2917,2023-2024,4,7,22,62.25,168,280.04999999999995
2917,2023-2024,5,7,24,67,178,318.14999999999986
2917,2023-2024,6,8,23,65,175,331.2499999999998
2917,2023-2024,7,8,24,69,189.20000000000027,330.04999999999995
2917,2023-2024,8,8,24,66,183.10000000000014,305.1999999999998
2917,2023-2024,9,8,26,71,186.20000000000027,360.04999999999995
2917,2023-2024,10,9,26,77,193.40000000000055,351.14999999999986
2917,2023-2024,11,9,28,78,210,400.14999999999986
2917,2023-2024,12,10,31,86,219,412.0999999999999
2917,2023-2024,13,10,32,96,216.10000000000014,440.04999999999995
2917,2023-2024,14,11,35,96,250,483.04999999999995
2917,2023-2024,15,12,37,106,276.10000000000014,521.3499999999988
2917,2023-2024,16,15,40,117,326.2000000000003,598
2917,2023-2024,17,16,46,126,332,628.1499999999999
2917,2023-2024,18,17,55,156.25,393.3000000000004,767.9999999999991
2917,2023-2024,19,19,57,159.25,431,778.05
2917,2023-2024,20,19,61,181.25,477.70000000000095,922.9499999999991
2917,2023-2024,21,21,66.5,200,482,941.3499999999997
2917,2023-2024,22,24,69,198,497.40000000000055,967.05
2917,2023-2024,23,26,75,211.25,562.5000000000007,933.049999999999
2917,2023-2024,24,26,76,217,609.2000000000003,1122.4999999999995
2917,2023-2024,25,29,79.5,234.25,618.1000000000001,1132.999999999999
2917,2023-2024,26,28,82,231.5,569.6000000000008,1216.1999999999998
2917,2023-2024,27,30,87,252.25,654.4000000000005,1265.099999999999
2917,2023-2024,28,31,95,267,711.2000000000016,1321.2499999999998
2917,2023-2024,29,31,93,272,686.1000000000001,1300.1499999999999
2917,2023-2024,30,35,97,267,752,1323.1499999999999
2917,2023-2024,31,34,97.5,284,700.2000000000003,1114.099999999999
2917,2023-2024,32,32,94,279,690.2000000000003,1411.1499999999999
2917,2023-2024,33,31,90.5,270,639.6000000000008,1239.5999999999995
2917,2023-2024,34,31,85,249,601.0000000000014,1314.5999999999995
2917,2023-2024,35,27,83.5,233,658.1000000000001,1240.5499999999995
2917,2023-2024,36,26,77.5,234,597.2000000000003,1030.4499999999996
2917,2023-2024,37,23,70,202,534.1000000000001,977.0999999999999
2917,2023-2024,38,21,63.5,181,448.10000000000014,830.6999999999994
2917,2023-2024,39,20,61.5,178.25,457.10000000000014,875.05
2917,2023-2024,40,18,55,161.25,432,785.0999999999999
2917,2023-2024,41,16,49,140,367,681.5499999999995
2917,2023-2024,42,15,45.5,132,335.10000000000014,626.0999999999999
2917,2023-2024,43,15,43,117,301,599.099999999999
2917,2023-2024,44,13,37,113,294.10000000000014,535.3499999999997
2917,2023-2024,45,12,36,101,272,539.2999999999997
2917,2023-2024,46,11,32,95,242.10000000000014,423.3499999999997
2917,2023-2024,47,10,31,89,230,430.1999999999998
2917,2023-2024,48,9,30,85,213.10000000000014,396
2917,2023-2024,49,8,26,76,218,389
2917,2023-2024,50,9,25,76,183.10000000000014,367.49999999999955
2917,2023-2024,51,7,24,67,173.20000000000027,323.1999999999998
2917,2023-2024,52,7,25,69,173,322.2499999999998
2918,2023-2024,1,2,5,14,31,51
2918,2023-2024,2,2,5,15.25,34,56.049999999999955
2918,2023-2024,3,2,6,16,35,56
2918,2023-2024,4,2,7,17,36,62.049999999999955
2918,2023-2024,5,2,7,19,43,68
2918,2023-2024,6,2,7,18,42.100000000000136,70
2918,2023-2024,7,2,7,19,44,66.04999999999995
2918,2023-2024,8,2,7,20,45,73
2918,2023-2024,9,2,7,18.25,45,71
2918,2023-2024,10,2,7,18,41,68
2918,2023-2024,11,2,7,18,40,66
2918,2023-2024,12,2,7,19,41,70
2918,2023-2024,13,3,8,23,52.100000000000136,89
2918,2023-2024,14,3,10,27,65,111.04999999999995
2918,2023-2024,15,5,14,35.25,78.10000000000014,132
2918,2023-2024,16,7,19,49,111,183
2918,2023-2024,17,9,26,68,157,260.04999999999995
2918,2023-2024,18,13,35,86,201.10000000000014,356
2918,2023-2024,19,14,41,109,240,436.2499999999998
2918,2023-2024,20,16,46,125,274,469.14999999999986
2918,2023-2024,21,18,51,135,308,505.04999999999995
2918,2023-2024,22,18,52,135,318.10000000000014,568.05
2918,2023-2024,23,20,55,135,327.2000000000003,507.2499999999998
2918,2023-2024,24,20,61,147.25,364,538.1499999999999
2918,2023-2024,25,20.75,59,154.25,366.10000000000014,595
2918,2023-2024,26,25,70,178,415.2000000000003,655.05
2918,2023-2024,27,27,76,188,450,763.05
2918,2023-2024,28,27,76,207,469.10000000000014,756
2918,2023-2024,29,29,83.5,218,500.5000000000007,819.6999999999994
2918,2023-2024,30,30,83,229,523.1000000000001,839.1999999999998
2918,2023-2024,31,31,87,233.25,548.1000000000001,926.1499999999999
2918,2023-2024,32,28,75,202,440.40000000000055,736.3999999999996
2918,2023-2024,33,26,76,189.25,425,681.05
2918,2023-2024,34,23,67.5,172,397.10000000000014,629.05
2918,2023-2024,35,21,57,143,319.10000000000014,505.0999999999999
2918,2023-2024,36,16,46,117,271.10000000000014,428.04999999999995
2918,2023-2024,37,11,35,86,211.3000000000004,377.04999999999995
2918,2023-2024,38,10,29,74.25,173,288.04999999999995
2918,2023-2024,39,8,22,61,132.10000000000014,236.04999999999995
2918,2023-2024,40,6,17,46,101.10000000000014,198
2918,2023-2024,41,5,14,36,86.10000000000014,143.0999999999999
2918,2023-2024,42,4,11,30,69.10000000000014,115.04999999999995
2918,2023-2024,43,3,9,25.25,58,92.04999999999995
2918,2023-2024,44,3,8,20,45,70
2918,2023-2024,45,2,6,17,38,62
2918,2023-2024,46,2,6,15,34,53
2918,2023-2024,47,2,5,13,30,49
2918,2023-2024,48,1,4,12,26,42.049999999999955
2918,2023-2024,49,1,4,11,24,37.049999999999955
2918,2023-2024,50,1,4,12,28,44.049999999999955
2918,2023-2024,51,2,5,12,28,45
2918,2023-2024,52,2,5,13,31,50
3101,2023-2024,1,6,16,41.25,104.10000000000014,169.04999999999995
3101,2023-2024,2,6,18,45.25,102.10000000000014,164.04999999999995
3101,2023-2024,3,7,19,50,119,190
3101,2023-2024,4,8,20,50,121,210
3101,2023-2024,5,7,21,52,125.10000000000014,217.0999999999999
3101,2023-2024,6,8,20,51,123,196.04999999999995
3101,2023-2024,7,8,21,54.25,128,235.04999999999995
3101,2023-2024,8,9,23,60,136.20000000000027,235.04999999999995
3101,2023-2024,9,10,25,62,145.10000000000014,253.0999999999999
3101,2023-2024,10,10,29,69.25,166.10000000000014,264.04999999999995
3101,2023-2024,11,12,31,83,199.10000000000014,321
3101,2023-2024,12,15,40,97,251,410.0999999999999
3101,2023-2024,13,20,50,125,281.10000000000014,473.04999999999995
3101,2023-2024,14,24,62,151.25,370.40000000000055,585.05
3101,2023-2024,15,28,76.5,193.25,499,887.1499999999999
3101,2023-2024,16,38,99,248,568.0000000000014,940.05
3101,2023-2024,17,45,117,292.25,697.700000000001,1166
3101,2023-2024,18,51,140.5,343,826.4000000000005,1428.2499999999998
3101,2023-2024,19,59,159,397,897.1000000000001,1609.099999999999
3101,2023-2024,20,66.75,183,458.25,1065.2000000000003,1796.1499999999999
3101,2023-2024,21,72.75,198,542.25,1188.1000000000001,2200.4999999999995
3101,2023-2024,22,91,235,574.25,1465.6000000000008,2417.699999999999
3101,2023-2024,23,100.75,264.5,654.25,1518.2000000000003,2375.3499999999985
3101,2023-2024,24,108,279.5,721.5,1612.6000000000008,2812.1
3101,2023-2024,25,117.75,314.5,796.75,1835.1000000000001,3002.049999999999
3101,2023-2024,26,130.75,348.5,882,1962.0000000000014,3313.2999999999993
3101,2023-2024,27,139,351,874.25,2195.3,3976.399999999998
3101,2023-2024,28,133,347.5,901.5,2126.400000000002,3442.05
3101,2023-2024,29,127.75,319.5,857.25,1921.4000000000005,3390.3499999999995
3101,2023-2024,30,110,288.5,747.25,1817,3180.6499999999987
3101,2023-2024,31,94,246.5,669.25,1563.2000000000016,2577.1499999999996
3101,2023-2024,32,75.75,194.5,505.5,1197.6000000000008,2154.6499999999996
3101,2023-2024,33,57,152,377,892,1463.1
3101,2023-2024,34,43,112,281,650.3000000000004,1126.4499999999996
3101,2023-2024,35,30,80,206,459,739.1999999999998
3101,2023-2024,36,21,55,136.25,326,592.1499999999999
3101,2023-2024,37,15,40,98.25,245.10000000000014,441.3499999999997
3101,2023-2024,38,12,31,77,176.40000000000055,333
3101,2023-2024,39,8,23,58,145.10000000000014,242.04999999999995
3101,2023-2024,40,6.75,18,47,110,185.0999999999999
3101,2023-2024,41,5,16,40,87.10000000000014,158
3101,2023-2024,42,4,13,34,71.10000000000014,129.04999999999995
3101,2023-2024,43,4,12,30,70,119.04999999999995
3101,2023-2024,44,4,11,28,66,124.09999999999991
3101,2023-2024,45,4,11,29,63.100000000000136,106.04999999999995
3101,2023-2024,46,4,11,29,69.10000000000014,125
3101,2023-2024,47,4,12,29,66,116.19999999999982
3101,2023-2024,48,4,11,29,72,119
3101,2023-2024,49,4,13,33,80.10000000000014,133.04999999999995
3101,2023-2024,50,5,13.5,35,78,123
3101,2023-2024,51,5,15,37,91,143.0999999999999
3101,2023-2024,52,6,15,38,85,150.04999999999995
3102,2023-2024,1,0,2,6,15,28
3102,2023-2024,2,0,2,6,16,26
3102,2023-2024,3,0,2,7,15,25.049999999999955
3102,2023-2024,4,0,2,7,16,30
3102,2023-2024,5,1,2,7,16,31
3102,2023-2024,6,1,3,8,19,34.049999999999955
3102,2023-2024,7,1,3,9,22,41
3102,2023-2024,8,1,3,9,24,40.09999999999991
3102,2023-2024,9,1,3,10,24,43.09999999999991
3102,2023-2024,10,1,4,11,29,54.09999999999991
3102,2023-2024,11,1,4,12,30,52
3102,2023-2024,12,1,5,13,33.100000000000136,59
3102,2023-2024,13,2,5,15,35.100000000000136,63
3102,2023-2024,14,2,6,18,44.100000000000136,78.04999999999995
3102,2023-2024,15,2,8,21,51,93.24999999999977
3102,2023-2024,16,3,9,25,62,107
3102,2023-2024,17,3,10,28,70,143.0999999999999
3102,2023-2024,18,4,13,37,82.10000000000014,130.14999999999986
3102,2023-2024,19,4,14,42.25,97.10000000000014,177
3102,2023-2024,20,5,18,49,122.10000000000014,224
3102,2023-2024,21,7,21,57,147.10000000000014,251
3102,2023-2024,22,8,24,73,184,302.04999999999995
3102,2023-2024,23,10,33,86,211.10000000000014,377.2999999999997
3102,2023-2024,24,13,37,103.25,248.10000000000014,406.1999999999998
3102,2023-2024,25,14,44,125,298.10000000000014,540.2499999999998
3102,2023-2024,26,15,48,140,353.3000000000004,589.6999999999994
3102,2023-2024,27,20,58,160,370.10000000000014,581.1499999999999
3102,2023-2024,28,21,59,171.25,410.10000000000014,724.1499999999999
3102,2023-2024,29,20,60,164,420,760.7499999999993
3102,2023-2024,30,19,55.5,158,398.3000000000004,756
3102,2023-2024,31,16,51,139.25,378,648.3499999999997
3102,2023-2024,32,15,42,120,282.10000000000014,504
3102,2023-2024,33,9,32,89.25,224.10000000000014,388.0999999999999
3102,2023-2024,34,8,21,60,158,266.04999999999995
3102,2023-2024,35,6,16,47,121,191
3102,2023-2024,36,4,12,32,78,142
3102,2023-2024,37,3,8,23,59,106.04999999999995
3102,2023-2024,38,2,6,16,45,84.04999999999995
3102,2023-2024,39,1,4,13,31,48
3102,2023-2024,40,1,3,9,23,42
3102,2023-2024,41,1,2,7,17.100000000000136,33.049999999999955
3102,2023-2024,42,0,2,6,14,24
3102,2023-2024,43,0,2,5,12.100000000000136,24
3102,2023-2024,44,0,1,4,11,20
3102,2023-2024,45,0,1,4,10,18
3102,2023-2024,46,0,1,4,11,18
3102,2023-2024,47,0,1,4,11,17
3102,2023-2024,48,0,1,5,11,19.049999999999955
3102,2023-2024,49,0,1,5,11,20
3102,2023-2024,50,0,2,5,12,20
3102,2023-2024,51,0,2,6,13,22
3102,2023-2024,52,0,2,6,14,25
3103,2023-2024,1,22,76,251,737.1000000000001,1389.9499999999991
3103,2023-2024,2,24,82,269,789.4000000000005,1521.05
3103,2023-2024,3,22,88,294,872.700000000001,1646.049999999999
3103,2023-2024,4,26,92,302,884.1000000000001,1794.3499999999997
3103,2023-2024,5,30,105,329.75,927.2000000000003,1971.6499999999994
3103,2023-2024,6,31,106.5,359.25,986.5000000000007,1956.7499999999993
3103,2023-2024,7,33,109,380.5,1113.3000000000004,2370.4999999999973
3103,2023-2024,8,38.75,135,427.25,1221.1000000000015,2353.0499999999997
3103,2023-2024,9,41,137,424,1434.9000000000012,2660.7499999999986
3103,2023-2024,10,42,154,473.75,1416.2000000000003,2700.2
3103,2023-2024,11,47,156.5,548,1685.8000000000038,3183.15
3103,2023-2024,12,54,193.5,635.5,1824.1000000000015,3373.7499999999964
3103,2023-2024,13,62,226.5,716.25,2080.1000000000004,4036.2999999999997
3103,2023-2024,14,74,246,791.5,2341.700000000004,4813.499999999998
3103,2023-2024,15,80,298,932,2780.2000000000016,5905.799999999999
3103,2023-2024,16,93.75,329,1038.5,2973,5982.899999999995
3103,2023-2024,17,105,362,1235.25,3447.300000000002,6477.5499999999975
3103,2023-2024,18,127.75,475.5,1532,4144.400000000002,7664.499999999992
3103,2023-2024,19,160,504.5,1636,5111.800000000001,9518.849999999999
3103,2023-2024,20,179.75,602.5,1875.5,5414.60000000001,10124.949999999983
3103,2023-2024,21,194.75,667.5,2214.5,6432.700000000004,13168.699999999992
3103,2023-2024,22,220.75,763,2611.25,6769.700000000006,12629.1
3103,2023-2024,23,247,823.5,2894.25,8414.100000000004,16402.199999999993
3103,2023-2024,24,275.75,901.5,2910.25,9251,16527.299999999996
3103,2023-2024,25,269,936,2972,8551.600000000004,16796.199999999997
3103,2023-2024,26,307,972.5,3328.5,9684.000000000007,17399.799999999992
3103,2023-2024,27,281.75,1026,3157,8871.600000000002,17023.449999999997
3103,2023-2024,28,297.25,993.5,3109.5,9547.200000000008,19094.749999999996
3103,2023-2024,29,277.25,909.5,3085,8761.800000000016,16183.8
3103,2023-2024,30,247.5,847.5,2780,8318.00000000001,14679.4
3103,2023-2024,31,236,767.5,2430,6998.100000000007,12658.599999999999
3103,2023-2024,32,202,662,2108.75,6021.000000000002,11652.949999999993
3103,2023-2024,33,147,518,1664.5,4639.300000000005,8579.849999999982
3103,2023-2024,34,123,402,1394,3936.1000000000017,7989.299999999996
3103,2023-2024,35,89,316.5,1026.25,2941.4000000000046,5419.599999999998
3103,2023-2024,36,72,262,800.25,2152.2000000000003,3982.649999999998
3103,2023-2024,37,54,176,583.75,1613.3000000000018,3380.199999999999
3103,2023-2024,38,41,143.5,467,1358.6000000000022,2527.5499999999984
3103,2023-2024,39,34,107,350.25,1088,2209.849999999999
3103,2023-2024,40,25,88,297,902.700000000001,1627.1
3103,2023-2024,41,21,76,255.25,727.1000000000001,1469.2499999999998
3103,2023-2024,42,19,67,208,620.4000000000005,1225.3499999999988
3103,2023-2024,43,18,58,175,561.3000000000004,1181.8499999999983
3103,2023-2024,44,17,59,183.25,556.1000000000001,1007.3499999999979
3103,2023-2024,45,15,54.5,182.5,512.1000000000001,1025.3999999999996
3103,2023-2024,46,16,50,169.25,468.3000000000004,894.2999999999997
3103,2023-2024,47,16,55,178.25,525.6000000000008,1032.5999999999995
3103,2023-2024,48,17,56,178.25,579.2000000000003,1067.5499999999995
3103,2023-2024,49,17,58,203,565,1228.8999999999992
3103,2023-2024,50,18,63.5,206,637.9000000000012,1276.2499999999998
3103,2023-2024,51,20,69,224,608.3000000000004,1198.1
3103,2023-2024,52,21,71,238.25,652.3000000000018,1317.6999999999975
3104,2023-2024,1,1,4,10,23,38
3104,2023-2024,2,1,4,11,24,38
3104,2023-2024,3,2,5,13,31,49
3104,2023-2024,4,2,6,15,35,58.049999999999955
3104,2023-2024,5,2,7,16,38,58
3104,2023-2024,6,2,7,19,42,70
3104,2023-2024,7,3,8,20,46,74
3104,2023-2024,8,3,8,22,46,73
3104,2023-2024,9,3,9,23,52,81.04999999999995
3104,2023-2024,10,3,9,23,54,86.04999999999995
3104,2023-2024,11,3,9,23,54,87
3104,2023-2024,12,4,11,28,62.100000000000136,97
3104,2023-2024,13,4,12,32.25,72.10000000000014,118
3104,2023-2024,14,5,14,35,77,136
3104,2023-2024,15,6,18,48,106,173
3104,2023-2024,16,8,22,57.25,135,212.14999999999986
3104,2023-2024,17,10,27,68,151,233.04999999999995
3104,2023-2024,18,12,32,80,174.3000000000004,288.04999999999995
3104,2023-2024,19,15,38,98.25,224,332.2499999999998
3104,2023-2024,20,18,46,120,269.10000000000014,422.4499999999996
3104,2023-2024,21,21,54,138.25,296,529.05
3104,2023-2024,22,22,60,148,343,521.05
3104,2023-2024,23,26,70,173,379.10000000000014,639.4499999999996
3104,2023-2024,24,26,70,177.25,404.10000000000014,686.05
3104,2023-2024,25,26,70.5,189,404.5000000000007,650.3999999999996
3104,2023-2024,26,27.75,74,193.25,414.10000000000014,687
3104,2023-2024,27,28,73,178,414,655.0999999999999
3104,2023-2024,28,27,72,174,398.10000000000014,659.2999999999997
3104,2023-2024,29,24.75,68,160.25,348,554.2999999999997
3104,2023-2024,30,22,59,140,339,573.1999999999998
3104,2023-2024,31,19,53,136,318.2000000000003,493.04999999999995
3104,2023-2024,32,18,48,120,263.10000000000014,427.2499999999998
3104,2023-2024,33,14,38,97,217,353.2499999999998
3104,2023-2024,34,12,32.5,78.25,176,274.04999999999995
3104,2023-2024,35,9,24,61,148,249
3104,2023-2024,36,7,19,48,104,174.0999999999999
3104,2023-2024,37,6,15,39,87.10000000000014,131
3104,2023-2024,38,4,11,28,65,106
3104,2023-2024,39,3,8,20,46,76
